4 -1975
thoả thích
thoả đáng
thoả ước
thoải mái
thu chi
thu dung
thu dọn
thu dụng
thu giữ
thu gom
thu hoạch
thu hái
thu hình
thu hút
thu hẹp
thu hồi
thu lượm
thu mua
thu nhận
thu nhập
thu nạp
thu phát
thu phục
thu thập
thu vén
thu xếp
thu đông
thua kém
thua lỗ
thua sút
thua thiệt
thui chột
thui thủi
thum thủm
thung lũng
thuyên chuyển
thuyên giảm
thuyết giảng
thuyết minh
thuyết pháp
thuyết phục
thuyết phục
thuyết trình
thuyết đôminô
thuyền buồm
thuyền bè
thuyền chài
thuyền nan
thuyền phó
thuyền thúng
thuyền trưởng
thuyền viên
thuyền viên
thuê bao
thuê mướn
thuê mượn
thuần chủng
thuần hoá
thuần khiết
thuần nhất
thuần thục
thuần tuý
thuận lợi
thuận tiện
thuận tình
thuật ngữ
thuế quan
thuế suất
thuốc Nam
thuốc Tây
thuốc bắc
thuốc bổ
thuốc lào
thuốc lá
thuốc lá
thuốc men
thuốc nam
thuốc nhuộm
thuốc nổ
thuốc nổ
thuốc phiện
thuốc rê
thuốc sâu
thuốc súng
thuốc thang
thuốc thử
thuốc tây
thuốc tẩy
thuốc độc
thuộc cấp
thuộc hạ
thuộc làu
thuộc lòng
thuộc địa
thuỷ binh
thuỷ bộ
thuỷ chiến
thuỷ chung
thuỷ công
thuỷ cầm
thuỷ lợi
thuỷ lợi
thuỷ lực
thuỷ ngân
thuỷ nông
thuỷ phân
thuỷ quái
thuỷ quân
thuỷ sinh
thuỷ sản
thuỷ thần
thuỷ thần
thuỷ thủ
thuỷ tinh
thuỷ triều
thuỷ tổ
thuỷ văn
thuỷ điện
thành bại
thành chung
thành công
thành công
thành danh
thành hoàng
thành hình
thành hội
thành khẩn
thành kiến
thành kính
thành luỹ
thành lập
thành lệ
thành ngữ
thành niên
thành phần
thành phẩm
thành phố
thành phố
thành quách
thành quả
thành ra
thành thân
thành thạo
thành thật
thành thị
thành thị
thành thử
thành tài
thành tâm
thành tích
thành tích
thành tựu
thành uỷ
thành viên
thành viên
thành đoàn
thành đô
thành đạt
thành đồng
thành đồng
thành đội
thày lay
thách cưới
thách thức
thách đố
thái bình
thái dương
thái hậu
thái quá
thái tố
thái tử
thái độ
thám hiểm
thám không
thám sát
thám tử
thám tử
thán phục
tháng Chạp
tháng chạp
tháng giêng
tháng mười
tháng một
tháng ngày
tháng năm
tháng tháng
tháng tám
thánh chỉ
thánh giá
thánh nhân
thánh thiện
thánh thót
thánh tăng
thánh đường
thánh địa
tháo chạy
tháo dỡ
tháo gỡ
tháo lui
tháo lắp
tháp canh
tháp tùng
thâm canh
thâm hiểm
thâm hậu
thâm nhập
thâm niên
thâm quầng
thâm tâm
thâm tình
thâm u
thâm độc
thân chủ
thân cận
thân hình
thân mật
thân mến
thân nhiệt
thân nhân
thân pháp
thân phận
thân quen
thân thiết
thân thiện
thân thuộc
thân thích
thân thương
thân thể
thân tình
thân xác
thân yêu
thân yêu
thân ái
thân ái
thây ma
thèm khát
thèm muốn
thèm thuồng
thét gào
thê lương
thê thảm
thênh thang
thênh thênh
thêu dệt
thêu thùa
thì có
thì giờ
thì là
thì phải
thì ra
thì sao
thì thào
thì thôi
thì thầm
thình lình
thình thình
thình thịch
thí chủ
thí dụ
thí nghiệm
thí sinh
thí sinh
thí điểm
thích hợp
thích nghi
thích thú
thích đáng
thích ứng
thính giác
thòm thèm
thòng lọng
thóc gạo
thóc lúa
thóc mách
thói quen
thói thường
thót tim
thô bạo
thô kệch
thô lố
thô ráp
thô sơ
thô thiển
thô vụng
thôi nôi
thôi thì
thôi thúc
thôi việc
thôn buôn
thôn bản
thôn làng
thôn nữ
thôn quê
thôn trưởng
thôn xóm
thông báo
thông cáo
thông cảm
thông dịch
thông dụng
thông gia
thông hành
thông hơi
thông lệ
thông minh
thông minh
thông qua
thông quan
thông suốt
thông số
thông thoáng
thông thái
thông thương
thông thường
thông thạo
thông thống
thông tin
thông tin
thông tư
thông tấn
thông tầm
thông điệp
thông đồng
thù ghét
thù hận
thù hằn
thù lao
thù tiếp
thù địch
thùng hộp
thùng thiếc
thùng thình
thùng thùng
thùng xe
thú dữ
thú nhận
thú thật
thú tính
thú vui
thú vị
thú y
thúc giục
thúc thủ
thúc ép
thúc đẩy
thút thít
thăm chúc
thăm dò
thăm hỏi
thăm khám
thăm nom
thăm nuôi
thăm thú
thăm thẳm
thăm viếng
thăng bằng
thăng hoa
thăng thiên
thăng tiến
thăng trầm
thơ dại
thơ mộng
thơ ngây
thơ phú
thơ thẩn
thơ văn
thơ ấu
thơm dẻo
thơm lừng
thơm ngon
thơm nức
thơm phức
thơm tho
thơn thớt
thư giãn
thư ký
thư mục
thư ngỏ
thư pháp
thư sinh
thư tay
thư tay
thư thái
thư thả
thư trai
thư tịch
thư từ
thư viện
thư viện
thưa gửi
thưa kiện
thưa thớt
thương binh
thương cảm
thương cảng
thương gia
thương hiệu
thương hàn
thương hại
thương lái
thương lượng
thương mại
thương mại
thương mến
thương nghiệp
thương nhân
thương nhớ
thương phẩm
thương thuyết
thương thảo
thương tiếc
thương trường
thương trường
thương tâm
thương tình
thương tích
thương tích
thương tật
thương tổn
thương vong
thương vụ
thương xót
thương yêu
thước dây
thước vuông
thước đo
thướt tha
thường dân
thường kỳ
thường lệ
thường ngày
thường nhật
thường niên
thường phục
thường thường
thường trú
thường trực
thường tình
thường vụ
thường xuyên
thưởng ngoạn
thưởng nóng
thưởng thức
thượng hạng
thượng khách
thượng lưu
thượng nguồn
thượng phong
thượng sĩ
thượng thư
thượng thận
thượng thặng
thượng thừa
thượng toạ
thượng tuần
thượng tá
thượng tướng
thượng uý
thượng viện
thượng võ
thượng đài
thượng đế
thượng đỉnh
thạc sĩ
thạc sỹ
thạch cao
thạch nhũ
thạch sùng
thả bộ
thả giàn
thả lỏng
thả neo
thả nổi
thả sức
thải loại
thảm cảnh
thảm hoạ
thảm hoạ
thảm hại
thảm khốc
thảm kịch
thảm sát
thảm thương
thảm trạng
thảm đỏ
thản nhiên
thảng hoặc
thảng thốt
thảo dược
thảo luận
thảo mộc
thảo nguyên
thảo nào
thảo quả
thấm nhuần
thấm thoát
thấm thoắt
thấm tháp
thấm thía
thấm đẫm
thấp bé
thấp cao
thấp khớp
thấp nhỏ
thấp thoáng
thấp thỏm
thấp tầng
thấp điểm
thất bát
thất bại
thất học
thất kinh
thất lạc
thất lễ
thất nghiệp
thất nghiệp
thất sủng
thất thanh
thất thiệt
thất thoát
thất thoát
thất thu
thất thường
thất thần
thất thập
thất thểu
thất thủ
thất truyền
thất tình
thất vọng
thất đức
thấu hiểu
thấu suốt
thấu đáo
thấy mồ
thầm lặng
thầm lặng
thầm thì
thần bí
thần chú
thần chết
thần công
thần dân
thần dược
thần kinh
thần linh
thần linh
thần thoại
thần thái
thần thánh
thần tiên
thần tài
thần tích
thần tượng
thần tốc
thầu dầu
thầu khoán
thầy bói
thầy chùa
thầy cô
thầy cúng
thầy giáo
thầy mo
thầy mẹ
thầy thuốc
thầy trò
thầy đồ
thẩm lậu
thẩm mỹ
thẩm mỹ
thẩm phán
thẩm quyền
thẩm thấu
thẩm tra
thẩm vấn
thẩm định
thẫn thờ
thậm chí
thậm thịch
thậm thụt
thậm tệ
thận trọng
thập cẩm
thập kỷ
thập niên
thập phương
thập thò
thật giả
thật ra
thật sự
thật thà
thật tâm
thật tình
thắc mắc
thắc thỏm
thắm thiết
thắm tươi
thắng cảnh
thắng lợi
thắng thua
thắng thầu
thắng thế
thắt cổ
thắt lưng
thắt ngặt
thằn lằn
thằng cha
thẳm sâu
thẳng tay
thẳng thắn
thẳng thắn
thẳng thớm
thẳng thừng
thẳng tắp
thẳng đuột
thẳng đứng
thẹn thùng
thẻ vàng
thế chấp
thế chấp
thế cuộc
thế gian
thế giới
thế giới
thế hệ
thế hệ
thế kỷ
thế kỷ
thế là
thế lực
thế mà
thế nhân
thế nào
thế này
thế nọ
thế sự
thế trận
thế trận
thế tục
thều thào
thể chất
thể chế
thể dục
thể hiện
thể hình
thể loại
thể lệ
thể lực
thể nghiệm
thể nào
thể thao
thể thống
thể trạng
thể tích
thể xác
thỉnh cầu
thỉnh giáo
thỉnh giảng
thỉnh kinh
thỉnh thoảng
thị dân
thị giác
thị hiếu
thị lực
thị phần
thị phần
thị sát
thị thành
thị thực
thị thực
thị trường
thị trưởng
thị trấn
thị tứ
thị uy
thị uỷ
thị xã
thịnh hành
thịnh nộ
thịnh soạn
thịnh suy
thịnh vượng
thịt da
thọ giáo
thọc sâu
thỏ thẻ
thỏ đế
thối lui
thối rữa
thống khổ
thống kê
thống lý
thống lĩnh
thống nhất
thống thiết
thống trị
thống đốc
thổ công
thổ cư
thổ cẩm
thổ cẩm
thổ dân
thổ lộ
thổ nhưỡng
thổ phỉ
thổ sản
thổ thần
thổ ty
thổ địa
thổi phồng
thờ cúng
thờ phụng
thờ tự
thờ ơ
thời buổi
thời bình
thời bình
thời chiến
thời cuộc
thời cơ
thời cơ
thời gian
thời gian
thời giờ
thời hiệu
thời hạn
thời hạn
thời khắc
thời kỳ
thời lượng
thời sự
thời thượng
thời tiết
thời trang
thời trang
thời vụ
thời điểm
thời đại
thở dài
thở dốc
thở hắt
thở phào
thợ bạc
thợ cả
thợ hàn
thợ hồ
thợ kép
thợ may
thợ máy
thợ mộc
thợ mộc
thợ nề
thợ rèn
thợ săn
thợ xây
thợ điện
thụ hưởng
thụ lý
thụ thai
thụ tinh
thụ động
thục mạng
thụt lùi
thủ công
thủ kho
thủ khoa
thủ lĩnh
thủ pháo
thủ pháp
thủ phạm
thủ phạm
thủ phủ
thủ quĩ
thủ thuật
thủ thư
thủ thỉ
thủ tiêu
thủ trưởng
thủ tướng
thủ tục
thủ tục
thủ đoạn
thủ đô
thủ đô
thủng thẳng
thủng thỉnh
thứ 3
thứ ba
thứ bảy
thứ bảy
thứ bậc
thứ hai
thứ hạng
thứ năm
thứ phẩm
thứ sáu
thứ thiệt
thứ trưởng
thứ trưởng
thứ tư
thứ tự
thứ yếu
thức giấc
thức giấc
thức thời
thức tỉnh
thức ăn
thức ăn
thừa hành
thừa hưởng
thừa kế
thừa nhận
thừa thãi
thừa thắng
thừa tự
thử hỏi
thử nghiệm
thử thách
thử thách
thực chi
thực chất
thực chất
thực dân
thực dụng
thực hiện
thực hiện
thực hành
thực hư
thực khách
thực lực
thực nghiệm
thực phẩm
thực phẩm
thực quyền
thực quản
thực ra
thực sự
thực thanh
thực thi
thực thu
thực thụ
thực tiễn
thực tiễn
thực trạng
thực tài
thực tình
thực tại
thực tập
thực tế
thực tế
thực vật
thực đơn
thực địa
ti hí
ti vi
tia gamma
tia sáng
tim mạch
tin buồn
tin cẩn
tin cậy
tin hin
tin học
tin tưởng
tin tức
tin vui
tin vắn
tin yêu
tin đồn
tinh anh
tinh bột
tinh chất
tinh chế
tinh dầu
tinh dịch
tinh giản
tinh hoa
tinh hoàn
tinh khiết
tinh khôn
tinh mơ
tinh nghịch
tinh nhanh
tinh nhuệ
tinh quái
tinh thần
tinh thể
tinh trùng
tinh tuý
tinh tú
tinh tươm
tinh tường
tinh tế
tinh vi
tinh xảo
tinh đời
tiu nghỉu
tiêm chích
tiêm chủng
tiêm truyền
tiên liệu
tiên lượng
tiên nữ
tiên phong
tiên phong
tiên quyết
tiên tiến
tiên ông
tiên đoán
tiên đế
tiêu biểu
tiêu biểu
tiêu bản
tiêu chuẩn
tiêu chuẩn
tiêu chí
tiêu chảy
tiêu cực
tiêu cực
tiêu diệt
tiêu dùng
tiêu dùng
tiêu hao
tiêu hoá
tiêu huỷ
tiêu huỷ
tiêu khiển
tiêu pha
tiêu tan
tiêu thoát
tiêu thổ
tiêu thụ
tiêu xài
tiêu điều
tiêu điểm
tiêu đề
tiếc nuối
tiếc rẻ
tiếc thương
tiếc xót
tiến bộ
tiến công
tiến cử
tiến hành
tiến lùi
tiến quân
tiến sĩ
tiến thoái
tiến thân
tiến triển
tiến trình
tiến độ
tiếng là
tiếng lóng
tiếng nói
tiếng tăm
tiếng động
tiếp bước
tiếp chuyện
tiếp cận
tiếp cận
tiếp cứu
tiếp diễn
tiếp giáp
tiếp kiến
tiếp lời
tiếp nhận
tiếp nối
tiếp quản
tiếp sức
tiếp tay
tiếp theo
tiếp thu
tiếp thị
tiếp thị
tiếp tân
tiếp tế
tiếp tục
tiếp tục
tiếp viên
tiếp viện
tiếp vận
tiếp xúc
tiếp đón
tiếp ứng
tiết canh
tiết diện
tiết giảm
tiết hạnh
tiết kiệm
tiết lộ
tiết mục
tiết niệu
tiếu lâm
tiềm lực
tiềm năng
tiềm thức
tiềm tàng
tiềm ẩn
tiền bạc
tiền bối
tiền công
tiền của
tiền duyên
tiền giấy
tiền kiếp
tiền lương
tiền lẻ
tiền lệ
tiền mặt
tiền nhiệm
tiền nhân
tiền nong
tiền phong
tiền phương
tiền sảnh
tiền sử
tiền sự
tiền thân
tiền thưởng
tiền tiêu
tiền trạm
tiền tuyến
tiền tài
tiền túi
tiền tệ
tiền án
tiền đình
tiền đúc
tiền đường
tiền đề
tiền đồn
tiền đồng
tiều tuỵ
tiểu ban
tiểu bang
tiểu cầu
tiểu học
tiểu khu
tiểu liên
tiểu mãn
tiểu ngạch
tiểu phẫu
tiểu thuyết
tiểu thư
tiểu thương
tiểu tiết
tiểu tiện
tiểu đoàn
tiểu đường
tiểu đồng
tiểu đội
tiễn đưa
tiễu phỉ
tiệc rượu
tiệc tùng
tiện lợi
tiện nghi
tiện ích
to bè
to béo
to cao
to gan
to khoẻ
to lớn
to mồm
to nhỏ
to tiếng
to tướng
to đùng
toa xe
toan tính
toang hoác
toe toe
toe toét
toi mạng
tom góp
top ten
toà báo
toà soạn
toà án
toàn bộ
toàn bộ
toàn cảnh
toàn cầu
toàn cục
toàn diện
toàn dân
toàn phần
toàn quyền
toàn quốc
toàn quốc
toàn thân
toàn thắng
toàn thể
toàn tập
toàn văn
toàn vẹn
toán đố
toòng teng
toạ lạc
toạ đàm
toạ độ
toại nguyện
tra cứu
tra hỏi
tra khảo
tra tấn
tra vấn
trai gái
trai tráng
trai trẻ
trang Web
trang bị
trang chủ
trang hoàng
trang lứa
trang nghiêm
trang phục
trang sức
trang trí
trang trại
trang trải
trang trọng
trang web
trang điểm
tranh chấp
tranh chấp
tranh cãi
tranh cử
tranh giành
tranh luận
tranh lụa
tranh thủ
tranh tường
tranh tụng
tranh đoạt
tranh đấu
tranh ảnh
trans letter@
trao trả
trao tặng
trao đổi
trau chuốt
trau dồi
tre nứa
treo cổ
tri giác
tri hô
tri thức
tri ân
trinh nguyên
trinh sát
trinh sát
trinh thám
triết gia
triết lý
triền miên
triền miên
triều cường
triều đình
triều đại
triển khai
triển lãm
triển vọng
triệt phá
triệt sản
triệt tiêu
triệt để
triệt để
triệu chứng
triệu phú
triệu triệu
triệu tập
trong lành
trong suốt
trong sáng
trong sạch
trong sạch
trong trắng
trong trẻo
trong veo
trong vắt
trong xanh
trung bình
trung cao
trung chuyển
trung cấp
trung cổ
trung du
trung gian
trung hoà
trung hạn
trung học
trung kiên
trung liên
trung lưu
trung lập
trung lộ
trung niên
trung quân
trung sĩ
trung thu
trung thành
trung thực
trung tu
trung tuần
trung tá
trung tâm
trung tâm
trung tính
trung tướng
trung uý
trung đoàn
trung đại
trung đội
trung ương
trung ương
truy bắt
truy cập
truy cứu
truy cứu
truy hỏi
truy kích
truy lùng
truy lĩnh
truy nhập
truy nã
truy nã
truy phong
truy quét
truy thu
truy tìm
truy tặng
truy tố
truy vấn
truy xuất
truy điệu
truy đuổi
truyền bá
truyền cảm
truyền giáo
truyền hình
truyền miệng
truyền nhiễm
truyền thanh
truyền thuyết
truyền thông
truyền thống
truyền thống
truyền thụ
truyền tải
truyền tụng
truyền đơn
truyền đạo
truyền đạt
truyện cổ
truyện ngắn
truyện tranh
truân chuyên
truất ngôi
trà mi
trà trộn
tràn lan
tràn ngập
tràn trề
tràn đầy
tràng hạt
trào dâng
trào lưu
trá hình
trách cứ
trách móc
trách nhiệm
trách nhiệm
trái cây
trái khoáy
trái lại
trái ngược
trái phiếu
trái phiếu
trái phá
trái phép
trái phép
trái tim
trái tim
trái vụ
trái đất
trái đất
tráng ca
tráng lệ
tráng miệng
tráng sĩ
tránh mặt
tránh né
trân trân
trân trọng
trâu bò
trâu nước
trèo trẹo
tréo ngoảy
trên dưới
trên hết
trên hết
trêu chọc
trêu ngươi
trì hoãn
trì trệ
trình bày
trình báo
trình chiếu
trình diễn
trình diện
trình duyệt
trình khách
trình làng
trình tự
trình độ
trìu mến
trí nhớ
trí thức
trí tuệ
trích dẫn
trích lục
trích ngang
trích yếu
trích đoạn
trò chuyện
trò chơi
trò cười
trò trống
trò đùa
tròm trèm
tròn to
tròn trĩnh
tròn trịa
tròn vo
tròn xoe
tròng trành
trót lọt
trôi chảy
trôi dạt
trôi giạt
trôi nổi
trông chờ
trông coi
trông giữ
trông mong
trông ngóng
trông nom
trông đợi
trù bị
trù phú
trùm chăn
trùm sỏ
trùng hợp
trùng khơi
trùng lắp
trùng lặp
trùng phùng
trùng trùng
trùng tu
trùng điệp
trú chân
trú ngụ
trú ẩn
trúc mai
trúng cử
trúng giá
trúng thầu
trúng tuyển
trúng độc
trăm ngàn
trăm năm
trăm triệu
trăm tuổi
trăm tỉ
trăn trở
trăng gió
trăng khuyết
trăng mật
trăng trắng
trăng trối
trĩu nặng
trơ khấc
trơ trọi
trơ trụi
trơn nhẫy
trơn tru
trưng bày
trưng cầu
trưng dụng
trưng mua
trưng thu
trước bạ
trước hết
trước kia
trước mắt
trước mắt
trước nay
trước nhất
trước sau
trước tiên
trước đây
trường bắn
trường bắn
trường ca
trường chinh
trường học
trường học
trường hợp
trường hợp
trường kỳ
trường lớp
trường phái
trường thi
trường thành
trường trại
trường tồn
trường đua
trường đời
trưởng Phòng
trưởng Ty
trưởng giả
trưởng họ
trưởng lão
trưởng phòng
trưởng thành
trưởng thôn
trưởng tràng
trưởng tộc
trưởng đoàn
trượt giá
trượt tuyết
trại giam
trạm trưởng
trạm xá
trạng thái
trả bài
trả chậm
trả giá
trả góp
trả góp
trả lời
trả lời
trả nghĩa
trả thù
trả đũa
trải nghiệm
trải qua
trấn an
trấn giữ
trấn lột
trấn tĩnh
trấn áp
trầm bổng
trầm hùng
trầm hương
trầm kha
trầm luân
trầm lắng
trầm lặng
trầm mình
trầm mặc
trầm ngâm
trầm trầm
trầm trọng
trầm trồ
trầm tĩnh
trầm tư
trầm uất
trầm đục
trầm ấm
trần ai
trần bì
trần gian
trần gian
trần thế
trần truồng
trần tình
trần tục
trầy sướt
trầy trật
trầy xước
trẩy hội
trẫm mình
trận tuyến
trận vong
trận địa
trật tự
trắc nghiệm
trắc trở
trắc ẩn
trắng bệch
trắng dã
trắng hếu
trắng hồng
trắng muốt
trắng nõn
trắng tay
trắng tinh
trắng toát
trắng trong
trắng trẻo
trắng trợn
trắng xoá
trắng án
trằn trọc
trẻ con
trẻ em
trẻ em
trẻ hoá
trẻ măng
trẻ nít
trẻ thơ
trẻ trung
trẻ đẹp
trễ nải
trệu trạo
trị an
trị giá
trị liệu
trị sự
trị vì
trịch thượng
trịnh trọng
trọ trẹ
trọc lóc
trọn gói
trọn vẹn
trọng bệnh
trọng dụng
trọng lượng
trọng lực
trọng pháo
trọng thương
trọng thương
trọng thưởng
trọng thể
trọng thị
trọng trách
trọng tâm
trọng tải
trọng tội
trọng yếu
trọng án
trọng điểm
trọng điểm
trọng đại
trối chết
trốn lính
trốn nắng
trốn thuế
trốn tránh
trống hoác
trống hốc
trống không
trống rỗng
trống trơn
trống trải
trống vắng
trống đồng
trống ếch
trồi sụt
trồng cấy
trồng răng
trồng trỉa
trồng trọt
trồng tỉa
trổ tài
trỗi dậy
trộm cướp
trộm cắp
trớ trêu
trời đất
trời ơi
trở chứng
trở dạ
trở lên
trở lại
trở lại
trở lực
trở ngại
trở nên
trở tay
trở thành
trở về
trợ cấp
trợ giá
trợ giá
trợ giúp
trợ giảng
trợ giảng
trợ lý
trợ lực
trợ thính
trợ thủ
trợ tim
trợ vốn
trợn trừng
trụ cột
trụ sở
trụ trì
trục lợi
trục trặc
trục vớt
trục xuất
trừ bữa
trừ hao
trừ khử
trừng phạt
trừng phạt
trừng trị
trừng trừng
trừu tượng
trữ lượng
trữ tình
trực Ban
trực ban
trực chiến
trực diện
trực giác
trực thuộc
trực thăng
trực tiếp
trực tuyến
tu bổ
tu chí
tu dưỡng
tu hành
tu luyện
tu nghiệp
tu sĩ
tu sửa
tu viện
tua tủa
tung hoành
tung lưới
tung toé
tung tích
tung tăng
tuy nhiên
tuy thế
tuy vậy
tuyên bố
tuyên chiến
tuyên cáo
tuyên dương
tuyên giáo
tuyên huấn
tuyên ngôn
tuyên phạt
tuyên thệ
tuyên truyền
tuyên xử
tuyên án
tuyên án
tuyến giáp
tuyển chọn
tuyển dụng
tuyển lựa
tuyển mộ
tuyển sinh
tuyển thủ
tuyển tập
tuyệt chiêu
tuyệt chiêu
tuyệt chủng
tuyệt diệu
tuyệt kỹ
tuyệt mệnh
tuyệt mỹ
tuyệt nhiên
tuyệt thế
tuyệt thực
tuyệt trần
tuyệt tác
tuyệt tình
tuyệt vọng
tuyệt vọng
tuyệt vời
tuyệt đỉnh
tuyệt đối
tuân lệnh
tuân thủ
tuôn trào
tuần báo
tuần hoàn
tuần hành
tuần lễ
tuần phòng
tuần thú
tuần tiễu
tuần tra
tuần đinh
tuế nguyệt
tuềnh toàng
tuồn tuột
tuồng như
tuổi mụ
tuổi thơ
tuổi thơ
tuổi thọ
tuổi trẻ
tuổi trẻ
tuổi tác
tuổi xuân
tuổi đầu
tuổi đời
tuột dốc
tuỳ hứng
tuỳ nghi
tuỳ thuộc
tuỳ thân
tuỳ thích
tuỳ tiện
tuỳ tiện
tuỳ tùng
tuỳ viên
tuỳ ý
tà khí
tà ma
tà vạt
tà vẹt
tà đing
tà đạo
tài ba
tài chính
tài chính
tài công
tài danh
tài giỏi
tài hoa
tài khoá
tài khoản
tài khoản
tài liệu
tài lộc
tài lực
tài măng
tài nghệ
tài nguyên
tài năng
tài phiệt
tài sản
tài sản
tài trợ
tài tử
tài xế
tài xế
tàm tạm
tàn bạo
tàn dư
tàn hại
tàn khốc
tàn nhẫn
tàn phai
tàn phá
tàn phế
tàn quân
tàn sát
tàn tích
tàn tạ
tàn tật
tàn tật
tàn tệ
tàn ác
tàn độc
tàng ong
tàng trữ
tào khang
tàu bay
tàu biển
tàu bè
tàu chiến
tàu chợ
tàu ghe
tàu hoả
tàu hoả
tàu lửa
tàu ngầm
tàu nhanh
tàu thuyền
tàu thuỷ
tàu xe
tàu xuồng
tàu điện
tày trời
tá hoả
tá lả
tá túc
tác chiến
tác dụng
tác giả
tác hại
tác nghiệp
tác nhân
tác phong
tác phong
tác phẩm
tác động
tách biệt
tách bạch
tái bản
tái chiếm
tái chế
tái cử
tái diễn
tái hiện
tái lập
tái mét
tái nghèo
tái ngũ
tái nhiễm
tái nhập
tái phát
tái phạm
tái sinh
tái thiết
tái tạo
tái xanh
tái xuất
tám trăm
tám vạn
tán gẫu
tán loạn
tán thành
tán thưởng
tán đồng
táo bón
táo bạo
táo tác
táo tợn
tát tai
táy máy
tâm can
tâm huyết
tâm hồn
tâm khảm
tâm linh
tâm lý
tâm lực
tâm nguyện
tâm nhĩ
tâm niệm
tâm phục
tâm sức
tâm sự
tâm thần
tâm thần
tâm thức
tâm trí
tâm trạng
tâm tình
tâm tư
tâm tưởng
tâm điểm
tâm đắc
tâm đồ
tân binh
tân dược
tân gia
tân hôn
tân nương
tân thời
tân trang
tâu bày
tây bắc
tây nam
tây y
tã lót
tèm nhèm
té ra
tê giác
tê liệt
tê tái
tê tái
tê tê
tên lửa
tên riêng
tên riêng
tên tuổi
tên tục
tìm hiểu
tìm kiếm
tìm kiếm
tìm thấy
tìm tòi
tình báo
tình ca
tình cảm
tình cảnh
tình cờ
tình cờ
tình duyên
tình dục
tình huống
tình hình
tình nghi
tình nghĩa
tình nguyện
tình nguyện
tình nhân
tình thương
tình thương
tình thế
tình tiết
tình trạng
tình tứ
tình yêu
tình ái
tí chút
tí tách
tí xíu
tía tô
tích cóp
tích cực
tích góp
tích luỹ
tích trữ
tích tắc
tích tụ
tím ngắt
tím tái
tín chấp
tín dụng
tín dụng
tín hiệu
tín ngưỡng
tín nhiệm
tín đồ
tính chuyện
tính chất
tính cách
tính danh
tính khí
tính mạng
tính mệnh
tính năng
tính nết
tính sổ
tính toán
tính tình
tính từ
tít mù
tít tít
tít tắp
tíu tít
tò mò
tò vò
tòng phạm
tóc tai
tóc xanh
tóm cổ
tóm lại
tóm tắt
tô thuế
tô tức
tô vẽ
tô điểm
tôi tối
tôm càng
tôm cá
tôm hùm
tôm sú
tôm tép
tôn chỉ
tôn giáo
tôn giáo
tôn nghiêm
tôn thờ
tôn trọng
tôn tạo
tôn vinh
tông phái
tông đơ
tông đồ
tù binh
tù giam
tù mù
tù ngục
tù nhân
tù nhân
tù túng
tù tội
tù và
tù đày
tù đọng
tùm lum
tùng bách
tùng xèng
tùng xẻo
tú bà
tú tài
tú ụ
túc trực
túi bụi
túi mật
túi tiền
túi xách
túm húm
túm tụm
túng bấn
túng quẫn
túng thiếu
tăm hơi
tăm tắp
tăm tối
tăm tối
tăng bo
tăng cường
tăng gia
tăng giá
tăng giá
tăng giảm
tăng ni
tăng sản
tăng tiến
tăng trưởng
tăng trọng
tăng tốc
tăng viện
tăng vọt
tăng âm
tĩnh không
tĩnh lặng
tĩnh mạch
tĩnh mịch
tĩnh điện
tơ lụa
tơi bời
tơi tả
tư chất
tư cách
tư dinh
tư duy
tư duy
tư gia
tư liệu
tư liệu
tư lệnh
tư lợi
tư lự
tư nhân
tư nhân
tư pháp
tư pháp
tư thương
tư thế
tư thục
tư trang
tư túi
tư tưởng
tư vấn
tư vấn
tưng bừng
tươi cười
tươi mát
tươi rói
tươi sáng
tươi sống
tươi trẻ
tươi tắn
tươi tỉnh
tươi tốt
tươi vui
tươi đẹp
tươm tất
tương hỗ
tương lai
tương lai
tương quan
tương thân
tương thích
tương truyền
tương tự
tương tự
tương xứng
tương ái
tương đương
tương đối
tương đồng
tương ứng
tước hiệu
tước đoạt
tưới tiêu
tướng cướp
tướng cướp
tướng lĩnh
tướng quân
tướng tá
tường bao
tường thuật
tường trình
tường tận
tưởng chừng
tưởng nhớ
tưởng niệm
tưởng tượng
tượng hình
tượng trưng
tượng đài
tạ lỗi
tạ tội
tại chỗ
tại chỗ
tại chức
tại gia
tại ngoại
tại ngũ
tại sao
tạm biệt
tạm bợ
tạm cư
tạm thu
tạm thời
tạm trú
tạm trú
tạm vắng
tạm ứng
tạo dáng
tạo dựng
tạo hoá
tạo hình
tạo lập
tạo tác
tạo vật
tạp chí
tạp chất
tạp chất
tạp dịch
tạp hoá
tạp kỹ
tạp nham
tạp vụ
tả khuynh
tả ngạn
tả thực
tả tơi
tải trọng
tản bộ
tản cư
tản mát
tản mạn
tảng sáng
tảo hôn
tảo mộ
tảo tần
tấc lòng
tấc vuông
tấc vàng
tấm bé
tấm gương
tấm lợp
tấm tắc
tấm tức
tấn công
tấn công
tấn phong
tấp nập
tất bật
tất cả
tất nhiên
tất niên
tất thảy
tất tả
tất tật
tất yếu
tầm bậy
tầm cỡ
tầm mắt
tầm nã
tầm phào
tầm thường
tầm tã
tầm tầm
tầm vóc
tầm vông
tần ngần
tần suất
tần số
tần tảo
tầng lớp
tầng nấc
tầng tầng
tẩm liệm
tẩm quất
tẩn mẩn
tẩu mã
tẩu thoát
tẩu tán
tẩy chay
tẩy rửa
tẩy trần
tẩy uế
tẩy xoá
tận cùng
tận diệt
tận dụng
tận hưởng
